62105,[Siegward of Catarina] Siegbräu
62110,[Siegward of Catarina] Kukri
62120,[Siegward of Catarina] Emit Force
62130,[Siegward of Catarina] Titanite Slab
62140,[Siegward of Catarina] Storm Ruler
62141,[Siegward of Catarina] Titanite Slab
62300,[High Priestess Emma] Small Lothric Banner
62310,[High Priestess Emma] Proof of a Concord Kept
62320,[High Priestess Emma] Basin of Vows
62500,[Giant] Young White Branch
62501,[Giant] Hawk Ring
62510,[Giant] Hawk Ring
62600,[Horace the Hushed] None
62700,EMPTY
63010,[Londor Pilgrim] Sword of Avowal
63100,[Holy Knight Hodrick] Mound-makers
63110,[Holy Knight Hodrick] Homeward Bone
65400,[Forlorn Corvian Settler] Titanite Slab
65500,[Sister Friede] Chillbite Ring
66200,[Amnesiac Lapp] Siegbräu
66210,[Amnesiac Lapp] Titanite Slab
66220,[Amnesiac Lapp] Siegbräu
66230,[Amnesiac Lapp] Champion's Bones
66231,[Amnesiac Lapp] Lapp's Helm
66232,[Amnesiac Lapp] Lapp's Armor
66233,[Amnesiac Lapp] Lapp's Gauntlets
66234,[Amnesiac Lapp] Lapp's Leggings
66300,[Shira, Knight of Filianore] Sacred Chime of Filianore
66310,[Shira, Knight of Filianore] Titanite Slab
66311,[Shira, Knight of Filianore] Sacred Chime of Filianore
80000,[Crow] Bone Fragment
80100,[Crow] Lizard Hide
80200,[Crow] Resonating Crystal
3000000,[High Wall of Lothric] Titanite Shard
3000010,[High Wall of Lothric] Titanite Shard
3000020,[High Wall of Lothric] Repair Powder
3000030,[High Wall of Lothric] Large Soul of a Deserted Corpse
3000040,[High Wall of Lothric] Soul of a Deserted Corpse
3000060,[High Wall of Lothric] Dragonslayer Greatbow
3000061,[High Wall of Lothric] Wood Greatarrow
3000070,[High Wall of Lothric] Firebomb
3000090,[High Wall of Lothric] Titanite Scale
3000110,[High Wall of Lothric] Soul of a Deserted Corpse
3000120,[High Wall of Lothric] Club
3000130,[High Wall of Lothric] Claymore
3000140,[High Wall of Lothric] Braille Divine Tome of Lothric
3000150,[High Wall of Lothric] Repair Powder
3000160,[High Wall of Lothric] Titanite Shard
3000170,[High Wall of Lothric] Oozing Pellets
3000180,[High Wall of Lothric] Firebomb
3000210,[High Wall of Lothric] Cell Key
3000230,[High Wall of Lothric] Ember
3000240,[High Wall of Lothric] Soul of a Deserted Corpse
3000250,[High Wall of Lothric] Lucerne
3000270,[High Wall of Lothric] Mail Breaker
3000280,[High Wall of Lothric] Banner of Tenacity
3000290,[High Wall of Lothric] Rapier
3000300,[High Wall of Lothric] Titanite Shard
3000310,[High Wall of Lothric] Large Soul of a Deserted Corpse
3000320,[High Wall of Lothric] Black Firebomb
3000340,[High Wall of Lothric] Soul of a Deserted Corpse
3000360,[High Wall of Lothric] Ember
3000370,[High Wall of Lothric] Large Soul of a Deserted Corpse
3000380,[High Wall of Lothric] Binoculars
3000390,[High Wall of Lothric] Redeye Ring
3000400,[High Wall of Lothric] Titanite Shard
3000410,[High Wall of Lothric] Soul of a Deserted Corpse
3000420,[High Wall of Lothric] Glaive
3000430,[Consumed King's Garden] Shadow Mask
3000431,[Consumed King's Garden] Shadow Garb
3000432,[Consumed King's Garden] Shadow Gauntlets
3000433,[Consumed King's Garden] Shadow Leggings
3000440,[High Wall of Lothric] Broadsword
3000450,[High Wall of Lothric] Soul of a Deserted Corpse
3000470,[High Wall of Lothric] Raw Gem
3000480,[Consumed King's Garden] Claw
3000490,[Consumed King's Garden] Large Titanite Shard
3000500,[Consumed King's Garden] Dragonscale Ring
3000510,[Consumed King's Garden] Human Pine Resin
3000520,[Consumed King's Garden] Ember
3000530,[Consumed King's Garden] Titanite Chunk
3000540,[Consumed King's Garden] Soul of a Weary Warrior
3000550,[Consumed King's Garden] Titanite Chunk
3000570,[Consumed King's Garden] Dung Pie
3000580,[Consumed King's Garden] Dark Gem
3000610,[Consumed King's Garden] Soul of a Deserted Corpse
3000620,[Consumed King's Garden] Human Pine Resin
3000630,[Consumed King's Garden] Titanite Chunk
3000640,[Consumed King's Garden] Ring of Sacrifice
3000650,[High Wall of Lothric] Estus Shard
3000700,[High Wall of Lothric] Soul of a Great Champion
3000710,[High Wall of Lothric] Soul of a Great Champion
3000720,[High Wall of Lothric] Soul of a Great Champion
3000730,[Consumed King's Garden] Soul of a Great Champion
3000800,[Consumed King's Garden] Titanite Scale
3000820,[High Wall of Lothric] Silver Eagle Kite Shield
3000830,[High Wall of Lothric] Astora Straight Sword
3000840,[Consumed King's Garden] Spirit Amethyst
3000950,[Consumed King's Garden] Drakeblood Helm
3000951,[Consumed King's Garden] Drakeblood Armor
3000952,[Consumed King's Garden] Drakeblood Gauntlets
3000953,[Consumed King's Garden] Drakeblood Leggings
3010000,[Lothric Castle] Sniper Crossbow
3010001,[Lothric Castle] Sniper Bolt
3010010,[Lothric Castle] Titanite Scale
3010020,[Lothric Castle] Titanite Chunk
3010030,[Lothric Castle] Greatlance
3010040,[Lothric Castle] Titanite Chunk
3010050,[Lothric Castle] Sharp Gem
3010060,[Lothric Castle] Sacred Bloom Shield
3010070,[Lothric Castle] Titanite Chunk
3010080,[Lothric Castle] Titanite Chunk
3010090,[Lothric Castle] Grand Archives Key
3010100,[Lothric Castle] Twinkling Titanite
3010110,[Lothric Castle] Lightning Urn
3010120,[Lothric Castle] Holy Gem
3010130,[Lothric Castle] Titanite Chunk
3010140,[Lothric Castle] Titanite Chunk
3010150,[Lothric Castle] Caitha's Chime
3010160,[Lothric Castle] Lightning Urn
3010170,[Lothric Castle] Ember
3010180,[Lothric Castle] Resonating Crystal
3010190,[Lothric Castle] Black Firebomb
3010200,[Lothric Castle] Pale Pine Resin
3010210,[Lothric Castle] Large Soul of a Weary Warrior
3010220,[Lothric Castle] Large Soul of a Crestfallen Knight
3010230,[Lothric Castle] Estus Shard
3010240,[Lothric Castle] Lightning Gem
3010250,[Lothric Castle] Titanite Scale
3010260,[Lothric Castle] Large Soul of a Nameless Soldier
3010270,[Lothric Castle] Ember
3010280,[Lothric Castle] Ember
3010290,[Lothric Castle] Large Soul of a Weary Warrior
3010300,[Lothric Castle] Ember
3010310,[Lothric Castle] Twinkling Titanite
3010320,[Lothric Castle] Large Soul of a Nameless Soldier
3010330,[Lothric Castle] Ember
3010340,[Lothric Castle] Winged Knight Helm
3010341,[Lothric Castle] Winged Knight Armor
3010342,[Lothric Castle] Winged Knight Gauntlets
3010343,[Lothric Castle] Winged Knight Leggings
3010350,[Lothric Castle] Rusted Coin
3010360,[Lothric Castle] Undead Bone Shard
3010370,[Lothric Castle] Sunlight Spear
3010380,[Lothric Castle] Gotthard Twinswords
3010400,[Lothric Castle] Twinkling Titanite
3010420,[Lothric Castle] Large Soul of a Nameless Soldier
3010500,[Lothric Castle] Sunlight Talisman
3010520,[Lothric Castle] Titanite Scale
3010530,[Lothric Castle] Hood of Prayer
3010531,[Lothric Castle] Robe of Prayer
3010532,[Lothric Castle] Skirt of Prayer
3010600,[Lothric Castle] Spirit Tree Crest Shield
3010610,[Lothric Castle] Titanite Scale
3010620,[Lothric Castle] Twinkling Titanite
3010640,[Lothric Castle] Twinkling Titanite
3010700,[Lothric Castle] Soul of a Great Champion
3010710,[Lothric Castle] Soul of a Great Champion
3010720,[Lothric Castle] Soul of a Great Champion
3100000,[Undead Settlement] Undead Bone Shard
3100010,[Undead Settlement] Flynn's Ring
3100020,[Undead Settlement] Bone Fragment
3100030,[Undead Settlement] Mortician's Ashes
3100040,[Undead Settlement] Homeward Bone
3100050,[Undead Settlement] Caduceus Round Shield
3100060,[Undead Settlement] Ember
3100070,[Undead Settlement] Soul of an Unknown Traveler
3100080,[Undead Settlement] Oozing Pellets
3100090,[Undead Settlement] Homeward Bone
3100100,[Undead Settlement] Spotted Whip
3100101,[Undead Settlement] Cornyx's Garb
3100102,[Undead Settlement] Cornyx's Wrap
3100103,[Undead Settlement] Cornyx's Skirt
3100110,[Undead Settlement] Titanite Shard
3100120,[Undead Settlement] Wargod Wooden Shield
